company,year,production_t,emissions_tco2,scenario
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Chengde Shengfeng Iron & Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2020,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2021,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2022,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2023,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2024,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Chengde Zhaofeng Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2020,958874.9200937566,383549.96803750267,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2021,940908.5095887406,376363.4038354963,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2022,930338.2378227015,372135.2951290806,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2023,942728.3228378731,377091.32913514925,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2024,953033.5118973465,381213.4047589386,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Chengdu Changfeng Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2020,639249.9467291711,255699.97869166845,historical
China Baowu Steel Group Co Ltd [100.0%],2021,627272.3397258271,250908.93589033085,historical
China Baowu Steel Group Co Ltd [100.0%],2022,620225.4918818009,248090.1967527204,historical
China Baowu Steel Group Co Ltd [100.0%],2023,628485.5485585821,251394.21942343283,historical
China Baowu Steel Group Co Ltd [100.0%],2024,317677.8372991155,127071.1349196462,historical
China Baowu Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
China Baowu Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2020,606008.9494992542,1272618.7939484338,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2021,594654.1780600841,1248773.7739261766,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2022,587973.7663039473,1234744.9092382893,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2023,595804.3000335358,1251189.0300704252,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2024,602317.1795191229,1264866.0769901583,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2025,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2026,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2027,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2028,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2029,0.0,0.0,historical
China Baowu Steel Group Co Ltd [48.4%]; Kunming Iron & Steel Holding Co Ltd [40.3%]; unknown [4.2%],2030,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2020,4116769.6569358623,8645216.279565312,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2021,4039633.867834327,8483231.122452086,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2022,3994252.1677187984,8387929.552209477,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2023,4047446.932717269,8499638.558706265,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2024,4091690.5444126073,8592550.143266475,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2025,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2026,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2027,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2028,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2029,0.0,0.0,historical
China Baowu Steel Group Co Ltd [70.0%]; Fujian Wugang Group Co Ltd [30.0%],2030,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2020,2733432.772213936,5740208.8216492655,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2021,2682216.524667637,5632654.701802038,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2022,2652084.2032865807,5569376.82690182,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2023,2687404.205636497,5643548.831836645,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2024,2716780.8645820357,5705239.815622275,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2025,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2026,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2027,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2028,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2029,0.0,0.0,historical
China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],2030,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2020,2556999.7869166844,5369699.552525037,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2021,2509089.3589033084,5269087.653696948,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2022,2480901.9675272037,5209894.131807128,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2023,2513942.1942343283,5279278.6078920895,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2024,2541422.698392924,5336987.66662514,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2025,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2026,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2027,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2028,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2029,0.0,0.0,historical
China Baowu Steel Group Co Ltd [79.3%]; Xinjiang Investment Development (Group) Co Ltd [5.2%]; Industrial and Commercial Bank of China Ltd [5.0%]; Bank of China Ltd [3.8%]; Agricultural Bank of China Ltd [3.6%]; unknown [3.0%],2030,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2020,2684849.776262519,5638184.53015129,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2021,2634543.826848474,5532542.036381795,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2022,2604947.065903564,5470388.838397484,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2023,2639639.3039460448,5543242.538286694,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2024,2668493.83331257,5603837.049956397,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2025,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2026,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2027,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2028,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2029,0.0,0.0,historical
China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],2030,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2020,4794374.600468784,10068186.660984445,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2021,4704542.547943704,9879539.350681778,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2022,4651691.189113507,9768551.497138366,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2023,4713641.614189366,9898647.389797669,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2024,4765167.559486732,10006851.874922138,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2025,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2026,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2027,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2028,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2029,0.0,0.0,historical
China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],2030,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2020,1278499.8934583422,511399.9573833369,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2021,1254544.6794516542,501817.8717806617,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2022,1240450.9837636019,496180.3935054408,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2023,1256971.0971171642,502788.43884686567,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2024,1270711.349196462,508284.5396785848,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2025,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2026,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2027,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2028,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2029,0.0,0.0,historical
Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],2030,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2020,5369699.552525038,11276369.06030258,historical
Chongqing Iron & Steel Co Ltd [100.0%],2021,5269087.653696948,11065084.07276359,historical
Chongqing Iron & Steel Co Ltd [100.0%],2022,5209894.131807128,10940777.676794969,historical
Chongqing Iron & Steel Co Ltd [100.0%],2023,5279278.6078920895,11086485.076573389,historical
Chongqing Iron & Steel Co Ltd [100.0%],2024,5336987.66662514,11207674.099912794,historical
Chongqing Iron & Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Chongqing Iron & Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2020,447474.9627104198,178989.9850841679,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2021,439090.63780807896,175636.2551232316,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2022,434157.84431726066,173663.13772690427,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2023,439939.88399100746,175975.953596403,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2024,444748.9722187617,177899.58888750468,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Chongqing Yonghang Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2020,645642.4461964628,258256.97847858514,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2021,633545.0631230854,253418.02524923417,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2022,626427.746800619,250571.0987202476,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2023,634770.404044168,253908.16161766718,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2024,641709.2313442132,256683.6925376853,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2025,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2026,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2027,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2028,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2029,0.0,0.0,historical
Chongqing Zuhang Steel Co Ltd [100.0%],2030,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2020,16236948.646920947,34097592.15853399,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2021,15932717.42903601,33458706.60097562,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2022,15753727.493797744,33082827.736975264,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2023,15963532.933387984,33523419.16011477,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2024,16138034.134795066,33889871.68306965,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2025,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2026,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2027,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2028,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2029,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [100.0%],2030,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2020,1917749.8401875135,767099.9360750054,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2021,1881817.0191774813,752726.8076709926,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2022,1860676.475645403,744270.5902581612,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2023,1885456.6456757463,754182.6582702985,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2024,1906067.023794693,762426.8095178772,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2025,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2026,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2027,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2028,0.0,0.0,historical
Citic Pacific Special Steel Group Co Ltd [51.0%]; Tianjin Ngs Hongda General Co [12.0%]; The China Orient Asset Management Co Ltd [9.6%]; Far East Horizon [8.9%]; Tianjin Jincheng State-Owned Capital Investment and Operations Co Ltd [8.6%]; Tianjin Guoxing Capital Operation Co Ltd [3.2%]; unknown [2.4%]; Tianjin Dongjiang Free Trade Port Area Management Committee [2.4%]; Tianjin Teda Investment Holdings Co Ltd [1.6%]; Tianjin Jinzhi State-owned Capital Investment and Operation Co Ltd [0.0%]; Tianjin STATE-OWNED CAPITAL Investment and Management Co Ltd [0.0%]; Tianjin Guoheng Investment Holding Co Ltd [0.0%]; Tianjin Port (Group) Co Ltd [0.0%],2029,0.0,0.0,historical
